business_capital,business_location,business_sector,entity_type,business_registration_year,owner_age,owner_gender,owner_education_level,owner_business_experience,capital_source,turnover_2021,turnover_2022,turnover_2023,turnover_2024,business_status,turnover_growth,number_of_employees,employment_2021,employment_2022,employment_2023,employment_2024,employment_growth
1187949,NYARUGURU,Public Administration And Defence; Compulsory Social Security,COOPERATIVE,2021,32,F,Secondary,2,Venture Capital,4435542,3421478,6127622,2092570,Fail,Decreased,4,4,3,2,1,Decreased
50000,RUBAVU,Other Service Activities,INDIVIDUAL,2022,49,M,Bachelor's Degree,6,Foreign Investment,0,256037,479405,132036,Fail,Decreased,1,0,1,1,1,Stable
2638804,GICUMBI,Accommodation And Food Service Activities,INDIVIDUAL,2022,48,M,Primary,4,Microfinance,0,2404465,10785190,9498915,Fail,Increased,1,0,1,1,1,Stable
1068613,NYANZA,Unclassified,JOINT VENTURE,2021,37,M,Secondary,1,Crowdfunding,660133,820859,1188603,3420749,Fail,Increased,3,3,2,1,1,Decreased
50000000,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,51,M,Master's Degree,3,Bank Loan,0,381451885,1538584730,1968018776,Success,Increased,15,0,15,16,16,Stable
288193,NGORORERO,Accommodation And Food Service Activities,INDIVIDUAL,2021,23,M,Primary,0,Microfinance,1889840,3991045,2614869,920885,Fail,Decreased,1,1,1,1,1,Stable
50000,KICUKIRO,Manufacturing,INDIVIDUAL,2021,42,F,Certificate/Diploma,4,Government Grant,5679108,6585486,100,13200,Fail,Decreased,2,2,2,2,1,Decreased
18065708,NGORORERO,Transportation And Storage,PRIVATE CORPORATION,2021,47,M,Bachelor's Degree,4,Bank Loan,57067280,41284227,39761552,53642792,Success,Decreased,5,5,5,5,5,Stable
50000,NYAMASHEKE,Other Service Activities,INDIVIDUAL,2022,42,M,Secondary,6,Crowdfunding,0,251841,319834,246568,Fail,Decreased,1,0,1,1,1,Stable
2512399,BUGESERA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,27,M,Diploma,3,Bank Loan,1361319,1346279,1331405,1316695,Fail,Stable,1,0,1,1,1,Stable
241698,NGORORERO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,33,M,Secondary,0,Bank Loan,212360,215712,219117,222575,Fail,Stable,2,2,2,1,1,Decreased
849634,KICUKIRO,Financial And Insurance Activities,PARTNERSHIP,2022,34,F,PhD,0,Government Grant,2480033,2681969,2900348,3136508,Success,Increased,1,0,1,1,1,Stable
50000000,NYARUGENGE,Construction,PRIVATE CORPORATION,2021,39,M,Certificate/Diploma,5,Crowdfunding,56499487,50469516,50102458,31654296,Success,Decreased,13,13,11,9,8,Decreased
2975702,KICUKIRO,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2022,59,F,PhD,0,Venture Capital,0,5200000,6293390,8132373,Fail,Increased,1,0,1,1,1,Stable
96060,NYARUGENGE,Construction,PRIVATE CORPORATION,2021,59,F,Bachelor's Degree,2,Crowdfunding,345031678,294975425,422038682,105000,Success,Decreased,6,6,6,5,5,Decreased
83710,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PARTNERSHIP,2021,36,M,Bachelor's Degree,5,Family/Friends,148350,181166,221241,270181,Success,Increased,1,1,1,1,1,Stable
8621240,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,35,F,PhD,0,Crowdfunding,238429281,199591773,2583051,7112737,Success,Decreased,15,15,13,12,10,Decreased
89198,NYANZA,Transportation And Storage,INDIVIDUAL,2021,43,M,Bachelor's Degree,1,Bank Loan,6476694,8903515,9917808,500000,Fail,Decreased,1,1,1,1,1,Stable
13451286,RUHANGO,Education,COOPERATIVE,2022,61,M,Bachelor's Degree,0,Family/Friends,0,14893424,9339561,9230815,Success,Decreased,6,0,6,6,5,Decreased
30265294,RUHANGO,Construction,JOINT VENTURE,2021,41,M,Primary,0,Bank Loan,99392491,87434158,52375537,83791107,Success,Decreased,8,8,8,7,6,Decreased
16541025,GISAGARA,Accommodation And Food Service Activities,PRIVATE CORPORATION,2022,54,M,Bachelor's Degree,5,Government Grant,0,53194228,60343064,107521527,Success,Increased,5,0,5,5,6,Increased
50000,NGOMA,Other Service Activities,INDIVIDUAL,2022,32,M,Bachelor's Degree,3,Business Partner,0,286487,173753,2000,Fail,Decreased,1,0,1,1,1,Stable
50000000,HUYE,Information And Communication,PRIVATE CORPORATION,2021,53,F,Vocational/Technical,2,Inheritance,333811486,314945001,958130702,780198134,Success,Increased,6,6,7,8,9,Increased
138009,KAYONZA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2022,34,F,Secondary,0,Bank Loan,429352,515074,617911,741280,Success,Increased,4,0,4,4,5,Increased
23619998,RWAMAGANA,Other Service Activities,PRIVATE CORPORATION,2022,42,M,Master's Degree,5,Microfinance,0,22617416,20589159,48261778,Success,Increased,2,0,2,2,2,Stable
256955,NYARUGENGE,Financial And Insurance Activities,INDIVIDUAL,2021,55,F,Diploma,15,Personal Savings,343967,275473,220618,176686,Fail,Decreased,2,2,1,1,1,Decreased
220690,NYARUGURU,Other Service Activities,JOINT VENTURE,2021,46,F,Bachelor's Degree,0,Business Partner,630847,965002,950676,761034,Fail,Increased,2,2,1,1,1,Decreased
2095836,NYAGATARE,Other Service Activities,PARTNERSHIP,2022,31,F,Master's Degree,0,Bank Loan,3096004,2512809,2039470,1655294,Fail,Decreased,5,0,5,4,2,Decreased
18599473,NGOMA,"Professional, Scientific And Technical Activities",INDIVIDUAL,2021,70,F,Bachelor's Degree,6,Family/Friends,25664939,13669537,42945784,29981403,Success,Increased,2,2,2,2,2,Stable
59912,KICUKIRO,Unclassified,PRIVATE CORPORATION,2022,44,F,Bachelor's Degree,6,Bank Loan,45023,38101,32243,27286,Fail,Decreased,1,0,1,1,1,Stable
169060,KICUKIRO,Other Service Activities,INDIVIDUAL,2022,32,M,Master's Degree,1,Family/Friends,698248,861386,1062639,1310913,Success,Increased,2,0,2,2,2,Stable
25488886,NYAGATARE,Unclassified,COOPERATIVE,2022,25,F,Master's Degree,1,Microfinance,0,9257153,11644374,23142822,Success,Increased,6,0,6,7,8,Increased
62249,RUSIZI,Other Service Activities,INDIVIDUAL,2022,52,F,PhD,3,Business Partner,0,826000,8868203,406346,Fail,Decreased,1,0,1,1,1,Stable
5379569,GAKENKE,"Water Supply, Gas And Remediation Services",PRIVATE CORPORATION,2021,43,F,Secondary,0,Bank Loan,2878826,4188538,8875127,13910784,Fail,Increased,2,2,2,2,1,Decreased
216612,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,46,M,No Formal Education,6,Foreign Investment,0,1899852,1260824,800459,Fail,Decreased,1,0,1,1,1,Stable
662858,BUGESERA,Other Service Activities,INDIVIDUAL,2021,29,M,No Formal Education,3,Crowdfunding,2541010,5015410,3330279,1956945,Fail,Decreased,2,2,1,1,1,Decreased
8560869,GASABO,"Agriculture, Forestry And Fishing",PRIVATE CORPORATION,2022,36,F,Secondary,3,Business Partner,0,6562936,3577172,7626574,Success,Increased,6,0,6,7,8,Increased
10063585,KAYONZA,Transportation And Storage,INDIVIDUAL,2022,26,F,No Formal Education,1,Business Partner,0,54242436,55443448,26815263,Success,Decreased,3,0,3,3,2,Decreased
1328374,BURERA,"Arts, Entertainment And Recreation",INDIVIDUAL,2021,47,F,Secondary,2,Family/Friends,867694,2584613,2238246,5057780,Fail,Increased,1,1,1,1,1,Stable
3011633,KAMONYI,Other Service Activities,LIMITED LIABILITY COMPANY,2021,49,M,Bachelor's Degree,17,Government Grant,2168181,2192147,2216378,2240877,Fail,Stable,2,2,2,1,1,Decreased
50000000,GASABO,"Professional, Scientific And Technical Activities",COOPERATIVE,2021,21,F,Certificate/Diploma,3,Microfinance,13340613,35914860,32792000,48483569,Success,Increased,6,6,7,7,7,Increased
50000000,NYANZA,Manufacturing,PRIVATE CORPORATION,2022,34,F,Primary,1,Venture Capital,0,3827922640,2288185929,2220816905,Success,Decreased,9,0,9,8,6,Decreased
5271688,KICUKIRO,Transportation And Storage,INDIVIDUAL,2022,40,M,Primary,0,Family/Friends,0,8730907,4155349,13504071,Fail,Increased,2,0,2,2,1,Decreased
1378907,NYABIHU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,26,M,Bachelor's Degree,2,Government Grant,0,2000000,2000000,2037830,Fail,Increased,4,0,4,3,2,Decreased
535487,RUBAVU,Other Service Activities,JOINT VENTURE,2022,23,M,Vocational/Technical,1,Business Partner,0,362329,741797,1402318,Success,Increased,3,0,3,2,1,Decreased
128033,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,43,M,Secondary,5,Personal Savings,80052,80025,79998,79971,Fail,Stable,2,2,2,1,1,Decreased
50000000,RUBAVU,Transportation And Storage,INDIVIDUAL,2021,36,M,No Formal Education,6,Government Grant,148458398,126039664,78437613,111528411,Success,Decreased,4,4,3,3,3,Decreased
2552552,HUYE,Activities Of Extraterritorial Organizations And Bodies,JOINT VENTURE,2021,26,M,Secondary,0,Venture Capital,14425936,6066026,4860922,6727105,Success,Decreased,2,2,2,1,1,Decreased
50000000,MUSANZE,"Electricity, Gas And Air Conditioning Supply",COOPERATIVE,2022,31,F,Vocational/Technical,1,Foreign Investment,0,100635493,52622668,150218888,Success,Increased,5,0,5,6,6,Increased
23513438,RULINDO,Transportation And Storage,INDIVIDUAL,2021,39,M,No Formal Education,3,Business Partner,72395622,54467027,99201015,99502263,Success,Increased,3,3,3,3,3,Stable
3412566,RUSIZI,"Water Supply, Gas And Remediation Services",INDIVIDUAL,2022,35,M,Secondary,5,Crowdfunding,0,4695743,4414075,3924389,Success,Decreased,4,0,4,4,3,Decreased
10792081,GATSIBO,Financial And Insurance Activities,LIMITED LIABILITY COMPANY,2021,50,M,Master's Degree,11,Personal Savings,36069602,41843149,48540849,56310629,Success,Increased,5,5,6,7,8,Increased
3376495,GICUMBI,Manufacturing,INDIVIDUAL,2022,38,M,Primary,4,Venture Capital,0,6041545,13897250,15897485,Fail,Increased,1,0,1,1,1,Stable
99137,GISAGARA,Other Service Activities,JOINT VENTURE,2021,52,M,Secondary,1,Business Partner,345338,139763,962488,420357,Fail,Increased,2,2,2,2,1,Decreased
821711,GASABO,Construction,PRIVATE CORPORATION,2021,37,F,PhD,0,Foreign Investment,4216257,4867384,5619066,6486832,Success,Increased,4,4,5,5,5,Increased
1610349,MUSANZE,"Agriculture, Forestry And Fishing",PARTNERSHIP,2021,47,M,Master's Degree,6,Personal Savings,9334152,11408923,13944869,17044498,Success,Increased,5,5,6,7,8,Increased
20822401,GICUMBI,Education,PRIVATE CORPORATION,2022,50,F,Primary,3,Personal Savings,0,28319698,29903209,52964593,Success,Increased,3,0,3,4,4,Increased
88866,NGOMA,Other Service Activities,INDIVIDUAL,2022,42,F,PhD,3,Government Grant,0,537901,743905,450842,Fail,Decreased,1,0,1,1,1,Stable
50000000,NYARUGURU,Real Estate Activities,INDIVIDUAL,2021,21,F,Vocational/Technical,2,Personal Savings,55758080,70390228,46692684,141175031,Success,Increased,3,3,3,3,3,Stable
923213,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,39,M,Secondary,1,Business Partner,460392,486450,9535220,4652360,Fail,Increased,3,3,3,2,1,Decreased
1321245,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,47,M,Bachelor's Degree,14,Bank Loan,9593026,11062924,12758048,14712909,Success,Increased,8,0,8,9,10,Increased
2758072,GAKENKE,"Water Supply, Gas And Remediation Services",JOINT VENTURE,2021,38,F,PhD,2,Personal Savings,1866010,3608881,2776869,6097151,Fail,Increased,2,2,2,2,2,Stable
9002870,KICUKIRO,Unclassified,INDIVIDUAL,2021,35,F,No Formal Education,5,Personal Savings,33609448,33723573,11086713,21890543,Success,Decreased,4,4,4,3,3,Decreased
20791170,NGOMA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,COOPERATIVE,2021,21,F,Certificate/Diploma,0,Venture Capital,30222655,71347120,84684581,68400354,Success,Increased,4,4,4,4,4,Stable
50000000,KIREHE,Real Estate Activities,JOINT VENTURE,2022,55,M,Bachelor's Degree,3,Inheritance,0,623683078,441935974,162220555,Success,Decreased,9,0,9,8,7,Decreased
1866854,KAYONZA,Other Service Activities,LIMITED LIABILITY COMPANY,2022,40,M,Diploma,6,Family/Friends,13225871,14651648,16231127,17980878,Success,Increased,7,0,7,8,9,Increased
909556,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,22,M,Bachelor's Degree,2,Family/Friends,583841,631413,682861,738501,Fail,Increased,12,12,10,7,4,Decreased
8502568,NYABIHU,"Professional, Scientific And Technical Activities",COOPERATIVE,2021,43,M,Bachelor's Degree,4,Crowdfunding,13652778,14287191,45851409,14766065,Success,Increased,3,3,3,4,4,Increased
1378601,NYAGATARE,Information And Communication,LIMITED LIABILITY COMPANY,2022,46,M,Bachelor's Degree,11,Personal Savings,3168824,3534428,3942214,4397048,Success,Increased,3,0,3,4,4,Increased
50000000,NYARUGENGE,Financial And Insurance Activities,PRIVATE CORPORATION,2022,50,F,No Formal Education,3,Family/Friends,0,410088776,488294266,477406046,Success,Increased,9,0,9,10,11,Increased
7811540,KICUKIRO,Transportation And Storage,INDIVIDUAL,2021,47,M,Bachelor's Degree,7,Inheritance,75975812,55581570,79007966,25211015,Success,Decreased,1,1,1,1,1,Stable
50000000,RULINDO,Other Service Activities,INDIVIDUAL,2022,42,M,Primary,2,Government Grant,0,157480727,187465674,188242592,Success,Increased,6,0,6,6,7,Increased
652477,NYAMASHEKE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,21,M,Master's Degree,1,Microfinance,0,857589,1081453,1250377,Fail,Increased,2,0,2,2,1,Decreased
50000,RULINDO,Other Service Activities,INDIVIDUAL,2022,37,F,Vocational/Technical,3,Venture Capital,0,163408,200000,200000,Fail,Increased,1,0,1,1,1,Stable
5773484,RUHANGO,Activities Of Households As Employers; Undifferentiated Goods- And Services-Producing Activities Of Households For Own Use,PRIVATE CORPORATION,2022,40,M,PhD,0,Crowdfunding,0,6008984,927719,6424666,Success,Increased,5,0,5,6,6,Increased
695118,GAKENKE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,26,M,Master's Degree,0,Government Grant,12226762,21571940,761000,2101000,Fail,Decreased,1,1,1,1,1,Stable
50000000,NYARUGENGE,Construction,PRIVATE CORPORATION,2021,49,F,Bachelor's Degree,4,Microfinance,38318514,55035241,74588636,69487676,Success,Increased,3,3,3,3,3,Stable
478524,GATSIBO,"Arts, Entertainment And Recreation",INDIVIDUAL,2022,31,M,Secondary,6,Microfinance,0,15069236,8229512,3809590,Success,Decreased,4,0,4,4,3,Decreased
540360,BURERA,Public Administration And Defence; Compulsory Social Security,INDIVIDUAL,2021,40,M,Bachelor's Degree,3,Inheritance,1109613,1309604,660277,1642794,Fail,Increased,1,1,1,1,1,Stable
348930,KIREHE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,47,F,Certificate/Diploma,3,Microfinance,0,490097,1379809,798316,Fail,Increased,1,0,1,1,1,Stable
3155575,GISAGARA,Accommodation And Food Service Activities,INDIVIDUAL,2021,48,F,Secondary,5,Bank Loan,4361798,2992627,11447622,5469880,Fail,Increased,2,2,2,2,1,Decreased
50000000,NGORORERO,Transportation And Storage,PRIVATE CORPORATION,2021,70,F,Secondary,2,Bank Loan,2119290419,2662896050,2407939416,2327194764,Success,Increased,6,6,7,7,8,Increased
778141,BUGESERA,"Arts, Entertainment And Recreation",COOPERATIVE,2022,50,M,Bachelor's Degree,7,Venture Capital,0,1339243,3852833,2236256,Success,Increased,3,0,3,3,3,Stable
50000,NYARUGENGE,Financial And Insurance Activities,LIMITED LIABILITY COMPANY,2022,37,M,Diploma,1,Bank Loan,18081,19305,20612,22007,Fail,Increased,3,0,3,2,2,Decreased
50000,NGORORERO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,28,M,Certificate/Diploma,1,Crowdfunding,0,1408125,3525482,40003,Fail,Decreased,1,0,1,1,1,Stable
50000000,MUHANGA,Manufacturing,PRIVATE CORPORATION,2021,42,F,Master's Degree,2,Foreign Investment,79046711,160801381,244122774,324623779,Success,Increased,13,13,14,14,15,Increased
50000000,NYANZA,Mining And Quarrying,COOPERATIVE,2021,44,F,Certificate/Diploma,5,Venture Capital,388867486,524400613,1800479696,1386986198,Success,Increased,7,7,9,10,11,Increased
232410,NYARUGENGE,Other Service Activities,PRIVATE CORPORATION,2022,21,F,Vocational/Technical,0,Microfinance,0,165000,435000,560000,Fail,Increased,1,0,1,1,1,Stable
980244,BUGESERA,Other Service Activities,INDIVIDUAL,2021,39,M,Bachelor's Degree,1,Bank Loan,2244205,2753268,3377804,4144007,Success,Increased,1,1,1,1,1,Stable
50000000,KAMONYI,Financial And Insurance Activities,INDIVIDUAL,2022,45,M,Primary,3,Inheritance,0,129042502,60634335,214219632,Success,Increased,3,0,3,3,3,Stable
47807401,KAMONYI,"Electricity, Gas And Air Conditioning Supply",COOPERATIVE,2022,36,M,Master's Degree,4,Inheritance,0,38217154,143832345,62605743,Success,Increased,5,0,5,6,7,Increased
520222,GAKENKE,Transportation And Storage,INDIVIDUAL,2022,42,M,Master's Degree,2,Venture Capital,0,3935956,3288964,1414863,Fail,Decreased,2,0,2,1,1,Decreased
8501095,NYAMASHEKE,"Arts, Entertainment And Recreation",COOPERATIVE,2021,56,F,Primary,2,Microfinance,9872584,10638310,12370172,13074000,Success,Increased,4,4,5,6,7,Increased
19397510,NYAMASHEKE,"Agriculture, Forestry And Fishing",PRIVATE CORPORATION,2022,47,M,Vocational/Technical,2,Foreign Investment,0,38131998,30990431,24120852,Success,Decreased,3,0,3,3,2,Decreased
873313,GAKENKE,Education,COOPERATIVE,2021,32,M,Master's Degree,2,Government Grant,4010316,3822262,10603768,4206646,Fail,Increased,4,4,4,3,2,Decreased
975467,BURERA,Other Service Activities,INDIVIDUAL,2022,41,M,No Formal Education,3,Venture Capital,0,3037653,4768834,6534557,Fail,Increased,1,0,1,1,1,Stable
1075055,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,25,M,Diploma,5,Microfinance,5075089,5556356,6083262,6660134,Success,Increased,6,0,6,6,6,Stable
229609,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,55,F,Master's Degree,5,Inheritance,1314759,1909321,2244186,458318,Fail,Decreased,2,2,1,1,1,Decreased
109495,KAMONYI,Accommodation And Food Service Activities,PRIVATE CORPORATION,2022,28,M,Bachelor's Degree,2,Bank Loan,39993,33890,28718,24336,Fail,Decreased,1,0,1,1,1,Stable
50000000,NGOMA,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2021,39,M,Secondary,4,Microfinance,690511207,334455818,438685668,269533581,Success,Decreased,6,6,5,4,3,Decreased
9967467,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,26,F,Secondary,0,Family/Friends,0,78745548,3456475,3162100,Success,Decreased,9,0,9,8,7,Decreased
773506,NYAMAGABE,Activities Of Extraterritorial Organizations And Bodies,INDIVIDUAL,2021,35,M,Bachelor's Degree,2,Government Grant,1796473,1675066,1644527,1100569,Fail,Decreased,2,2,1,1,1,Decreased
50000000,KIREHE,Real Estate Activities,JOINT VENTURE,2022,28,M,Secondary,3,Foreign Investment,0,428275528,178713757,567736411,Success,Increased,8,0,8,9,10,Increased
3225473,KICUKIRO,Transportation And Storage,INDIVIDUAL,2021,44,M,Vocational/Technical,7,Inheritance,2419615,9342553,9252755,5188690,Success,Increased,3,3,4,5,5,Increased
50000,RUBAVU,Other Service Activities,INDIVIDUAL,2022,21,M,PhD,0,Crowdfunding,0,183113,162741,35982,Fail,Decreased,1,0,1,1,1,Stable
50000,RUSIZI,Other Service Activities,INDIVIDUAL,2022,31,M,Secondary,1,Personal Savings,0,116268,92117,208728,Fail,Increased,1,0,1,1,1,Stable
2360453,RUSIZI,Accommodation And Food Service Activities,COOPERATIVE,2022,43,F,Master's Degree,3,Inheritance,0,9286444,20619571,8086916,Fail,Decreased,3,0,3,2,1,Decreased
315217,GATSIBO,Other Service Activities,INDIVIDUAL,2022,30,M,Vocational/Technical,2,Business Partner,0,795499,303417,772755,Success,Decreased,1,0,1,1,1,Stable
304755,GASABO,Other Service Activities,INDIVIDUAL,2021,23,M,Certificate/Diploma,1,Business Partner,503087,1236686,1380013,788670,Fail,Increased,1,1,1,1,1,Stable
581760,MUSANZE,Other Service Activities,INDIVIDUAL,2022,44,F,Master's Degree,13,Foreign Investment,3677379,4026207,4408124,4826269,Success,Increased,5,0,5,6,6,Increased
50000,GASABO,Other Service Activities,INDIVIDUAL,2021,57,M,Master's Degree,4,Personal Savings,197049,50424,68185350,48949,Success,Decreased,2,2,2,2,2,Stable
822385,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,54,M,Diploma,10,Family/Friends,4968689,5244724,5536094,5843651,Success,Increased,5,0,5,6,7,Increased
62163,GASABO,Other Service Activities,INDIVIDUAL,2022,46,F,Secondary,6,Personal Savings,126096,150828,180411,215796,Success,Increased,1,0,1,1,1,Stable
82068,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,43,M,Secondary,6,Bank Loan,152155,154588,157060,159572,Fail,Stable,7,0,7,6,5,Decreased
282267,GATSIBO,"Arts, Entertainment And Recreation",INDIVIDUAL,2021,48,M,No Formal Education,2,Crowdfunding,2000000,2000000,1500000,656000,Fail,Decreased,1,1,1,1,1,Stable
620316,GICUMBI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,27,M,Bachelor's Degree,1,Venture Capital,0,2697148,3729212,1903507,Fail,Decreased,1,0,1,1,1,Stable
7493095,HUYE,Transportation And Storage,INDIVIDUAL,2022,34,M,Bachelor's Degree,3,Family/Friends,0,12465950,7535119,12724226,Fail,Increased,2,0,2,2,1,Decreased
14686232,NGORORERO,Real Estate Activities,INDIVIDUAL,2021,41,F,Vocational/Technical,6,Crowdfunding,51273130,39182143,28324614,38334592,Success,Decreased,2,2,2,2,2,Stable
13321111,RUSIZI,"Agriculture, Forestry And Fishing",JOINT VENTURE,2022,51,F,Vocational/Technical,4,Foreign Investment,0,27031887,43588359,35630667,Success,Increased,5,0,5,6,6,Increased
152347,KAMONYI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,COOPERATIVE,2021,51,M,Secondary,8,Family/Friends,482731,595346,734233,905520,Success,Increased,2,2,2,2,2,Stable
248867,NYAGATARE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2022,26,M,Primary,2,Bank Loan,1285105,1393439,1510906,1638275,Success,Increased,4,0,4,4,4,Stable
1281692,NYARUGENGE,Other Service Activities,PRIVATE CORPORATION,2021,29,M,Bachelor's Degree,0,Bank Loan,4534807,4940626,5382762,5864465,Success,Increased,5,5,6,7,7,Increased
47835832,NYANZA,"Professional, Scientific And Technical Activities",JOINT VENTURE,2021,52,M,Bachelor's Degree,5,Government Grant,61873750,52088776,86674532,60374353,Success,Decreased,5,5,4,4,3,Decreased
1141198,NYAGATARE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,27,F,No Formal Education,0,Personal Savings,0,2000000,2000000,3659650,Fail,Increased,1,0,1,1,1,Stable
344937,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2022,46,F,Diploma,9,Personal Savings,623151,767416,945079,1163873,Success,Increased,1,0,1,1,1,Stable
481342,KARONGI,Financial And Insurance Activities,PRIVATE CORPORATION,2021,30,F,Diploma,1,Family/Friends,807940,675799,565270,472818,Fail,Decreased,3,3,3,2,1,Decreased
62640,MUSANZE,Other Service Activities,PRIVATE CORPORATION,2022,42,F,Primary,9,Bank Loan,60117,59799,59483,59168,Success,Stable,1,0,1,1,1,Stable
50000000,NYAMAGABE,Manufacturing,INDIVIDUAL,2021,56,M,Bachelor's Degree,7,Bank Loan,184372902,79264889,106896823,187189423,Success,Increased,3,3,3,3,3,Stable
4125776,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,22,F,Bachelor's Degree,2,Family/Friends,22273255,26583092,31726875,37865971,Success,Increased,6,6,7,8,8,Increased
3807256,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,33,M,Vocational/Technical,0,Family/Friends,10992867,9279642,7787519,7869752,Fail,Decreased,1,1,1,1,1,Stable
33973074,RULINDO,Transportation And Storage,INDIVIDUAL,2022,21,M,PhD,0,Government Grant,0,80356145,102085155,61839101,Success,Decreased,6,0,6,6,5,Decreased
3064042,GISAGARA,Accommodation And Food Service Activities,INDIVIDUAL,2021,33,F,Bachelor's Degree,0,Bank Loan,2890750,7837561,7684856,15421100,Fail,Increased,1,1,1,1,1,Stable
3551467,NYAGATARE,"Professional, Scientific And Technical Activities",JOINT VENTURE,2021,38,F,Vocational/Technical,0,Inheritance,798128,2098731,5590487,3893135,Fail,Increased,3,3,2,1,1,Decreased
2640422,KAYONZA,Motorcycle transport,PRIVATE CORPORATION,2022,47,F,Secondary,19,Foreign Investment,984924,865227,760076,667704,Fail,Decreased,4,0,4,2,1,Decreased
50000000,KAMONYI,Mining And Quarrying,PRIVATE CORPORATION,2021,47,M,Primary,1,Business Partner,4774093621,8120773467,10408954696,6729649657,Success,Increased,6,6,7,8,8,Increased
1522690,NYAGATARE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,34,F,Master's Degree,7,Bank Loan,8228931,9268346,10439051,11757631,Success,Increased,4,4,5,6,6,Increased
812052,MUHANGA,"Agriculture, Forestry And Fishing",INDIVIDUAL,2021,30,F,Master's Degree,2,Foreign Investment,7101719,4666305,4494953,2072473,Fail,Decreased,4,4,3,2,1,Decreased
1463357,MUSANZE,Other Service Activities,INDIVIDUAL,2022,68,F,Bachelor's Degree,13,Bank Loan,2797879,2513463,2257959,2028428,Success,Decreased,4,0,4,3,2,Decreased
8952654,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,29,M,Primary,1,Personal Savings,0,20689764,6700020,9938774,Success,Decreased,5,0,5,4,3,Decreased
12918541,GASABO,Transportation And Storage,INDIVIDUAL,2022,35,M,No Formal Education,0,Crowdfunding,0,77632744,69621483,33857190,Fail,Decreased,1,0,1,1,1,Stable
1658727,HUYE,Other Service Activities,INDIVIDUAL,2022,28,F,Master's Degree,0,Bank Loan,2028937,1839557,1667853,1512176,Success,Decreased,5,0,5,4,3,Decreased
692992,NGORORERO,Administrative And Support Service Activities,INDIVIDUAL,2021,36,M,Primary,4,Venture Capital,939816,927771,777390,1236676,Fail,Increased,1,1,1,1,1,Stable
